"","Order","Family","Species_Common_Name","Species_Latin_Name","Tissue_Type","Country","n","Mean","CV","Year_Range","Range"
"580","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Tody-Tyrant sp.","Hemitriccus sp.","Tail_Hg_ppm","Peru",1,"2.739",NA,"2018","NA"
"581","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Traill's Flycatcher","Empidonax traillii","Blood_Hg_ppm","Costa Rica",1,"0.001",NA,"2011","NA"
"582","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Tropical Kingbird","Tyrannus melancholicus","Blood_Hg_ppm","Belize",5,"0.104 ± 0.119",114.158,"2008—2023","0.02—0.306"
"583","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Tropical Kingbird","Tyrannus melancholicus","Blood_Hg_ppm","Colombia",5,"0.104 ± 0.119",114.158,"2008—2023","0.02—0.306"
"584","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Tropical Kingbird","Tyrannus melancholicus","Blood_Hg_ppm","Nicaragua",5,"0.104 ± 0.119",114.158,"2008—2023","0.02—0.306"
"585","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Tropical Kingbird","Tyrannus melancholicus","Body_Hg_ppm","Colombia",2,"5.28 ± 0.118",2.242,"2023","5.196—5.364"
"586","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Tropical Kingbird","Tyrannus melancholicus","Tail_Hg_ppm","Nicaragua",2,"0.785 ± 0.55",70.08,"2012","0.396—1.174"
"587","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Tropical Pewee","Contopus cinereus","Blood_Hg_ppm","Belize",3,"0.174 ± 0.042",23.96,"2009","0.126—0.203"
"588","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Western Wood-Pewee","Contopus sordidulus","Blood_Hg_ppm","Nicaragua",1,"0.187",NA,"2014","NA"
"589","Passeriformes","Tyrannidae (Tyrant Flycatchers)","White-bellied Tody-Tyrant","Hemitriccus griseipectus","Body_Hg_ppm","Peru",1,"0.349",NA,"2019","NA"
"590","Passeriformes","Tyrannidae (Tyrant Flycatchers)","White-bellied Tody-Tyrant","Hemitriccus griseipectus","Tail_Hg_ppm","Peru",1,"2.753",NA,"2018","NA"
"591","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Wing-barred Piprites","Piprites chloris","Tail_Hg_ppm","Peru",1,"0.385",NA,"2018","NA"
"592","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Yellow-bellied Elaenia","Elaenia flavogaster","Blood_Hg_ppm","Belize",7,"0.004 ± 0.003",81.77,"2009—2023","0.001—0.01"
"593","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Yellow-bellied Elaenia","Elaenia flavogaster","Blood_Hg_ppm","Colombia",7,"0.004 ± 0.003",81.77,"2009—2023","0.001—0.01"
"594","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Yellow-bellied Elaenia","Elaenia flavogaster","Blood_Hg_ppm","Nicaragua",7,"0.004 ± 0.003",81.77,"2009—2023","0.001—0.01"
"595","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Yellow-bellied Elaenia","Elaenia flavogaster","Body_Hg_ppm","Belize",3,"0.143 ± 0.153",106.565,"2021—2023","0.049—0.319"
"596","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Yellow-bellied Elaenia","Elaenia flavogaster","Body_Hg_ppm","Colombia",3,"0.143 ± 0.153",106.565,"2021—2023","0.049—0.319"
"597","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Yellow-bellied Elaenia","Elaenia flavogaster","Tail_Hg_ppm","Belize",1,"0.051",NA,"2021","NA"
"598","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Yellow-bellied Flycatcher","Empidonax flaviventris","Blood_Hg_ppm","Belize",2,"0.114 ± 0.018",15.445,"2007—2021","0.101—0.126"
"599","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Yellow-crowned Tyrannulet","Tyrannulus elatus","Body_Hg_ppm","Peru",3,"1.097 ± 0.551",50.27,"2019","0.612—1.696"
"600","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Yellow-olive Flycatcher","Tolmomyias sulphurescens","Blood_Hg_ppm","Belize",2,"0.033 ± 0.046",137.187,"2007—2021","0.001—0.066"
"601","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Yellow-olive Flycatcher","Tolmomyias sulphurescens","Body_Hg_ppm","Belize",1,"0.118",NA,"2021","NA"
"602","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Yellow-olive Flycatcher","Tolmomyias sulphurescens","Tail_Hg_ppm","Belize",2,"0.128 ± 0.051",39.843,"2007—2021","0.092—0.165"
"603","Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)","Black-whiskered Vireo","Vireo altiloquus","Blood_Hg_ppm","Dominican Republic",3,"0.036 ± 0.027",74.526,"2010—2017","0.005—0.052"
"604","Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)","Black-whiskered Vireo","Vireo altiloquus","Blood_Hg_ppm","Puerto Rico",3,"0.036 ± 0.027",74.526,"2010—2017","0.005—0.052"
"605","Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)","Lesser Greenlet","Pachysylvia decurtata","Blood_Hg_ppm","Belize",1,"0.084",NA,"2021","NA"
"606","Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)","Lesser Greenlet","Pachysylvia decurtata","Body_Hg_ppm","Belize",1,"1.726",NA,"2021","NA"
"607","Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)","Lesser Greenlet","Pachysylvia decurtata","Tail_Hg_ppm","Belize",1,"0.911",NA,"2021","NA"
"608","Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)","Mangrove Vireo","Vireo pallens","Blood_Hg_ppm","Belize",8,"0.154 ± 0.113",73.333,"2007—2021","0.019—0.315"
"609","Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)","Mangrove Vireo","Vireo pallens","Body_Hg_ppm","Belize",2,"0.687 ± 0.084",12.213,"2021","0.627—0.746"
"610","Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)","Mangrove Vireo","Vireo pallens","Tail_Hg_ppm","Belize",5,"1.045 ± 0.667",63.796,"2007—2021","0.228—1.937"
"611","Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)","Red-eyed Vireo","Vireo olivaceus","Blood_Hg_ppm","Belize",2,"0.025 ± 0",0,"2008—2009","0.025—0.025"
"612","Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)","White-eyed Vireo","Vireo griseus","Blood_Hg_ppm","Belize",3,"0.057 ± 0.038",66.786,"2007—2009","0.018—0.093"
"613","Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)","Yellow-green Vireo","Vireo flavoviridis","Blood_Hg_ppm","Belize",14,"0.019 ± 0.008",44.396,"2008—2021","0.007—0.035"
"614","Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)","Yellow-winged Vireo","Vireo carmioli","Tail_Hg_ppm","Costa Rica",3,"0.745 ± 0.18",24.179,"2010","0.537—0.849"
"615","Pelecaniformes","Ardeidae (Herons, Egrets, and Bitterns)","Cattle Egret","Bubulcus ibis","Tail_Hg_ppm","Nicaragua",1,"0.447",NA,"2014","NA"
"616","Pelecaniformes","Ardeidae (Herons, Egrets, and Bitterns)","Green Heron","Butorides virescens","Blood_Hg_ppm","Dominican Republic",6,"0.151 ± 0.088",57.943,"2017","0.053—0.281"
"617","Piciformes","Capitonidae (New World Barbets)","Gilded Barbet","Capito auratus","Body_Hg_ppm","Peru",1,"0.808",NA,"2019","NA"
"618","Piciformes","Picidae (Woodpeckers)","Golden-cheeked Woodpecker","Melanerpes chrysogenys","Blood_Hg_ppm","Mexico",1,"0.026",NA,"2013","NA"
"619","Piciformes","Picidae (Woodpeckers)","Golden-fronted Woodpecker","Melanerpes aurifrons","Body_Hg_ppm","Belize",1,"0.013",NA,"2021","NA"
"620","Piciformes","Picidae (Woodpeckers)","Hispaniolan Woodpecker","Melanerpes striatus","Blood_Hg_ppm","Dominican Republic",3,"0.006 ± 0.008",142.639,"2017","0.001—0.015"
"621","Piciformes","Picidae (Woodpeckers)","Hoffmann's Woodpecker","Melanerpes hoffmannii","Blood_Hg_ppm","Nicaragua",1,"0.001",NA,"2014","NA"
"622","Piciformes","Picidae (Woodpeckers)","Hoffmann's Woodpecker","Melanerpes hoffmannii","Tail_Hg_ppm","Costa Rica",2,"0.05 ± 0.025",49.045,"2010—2014","0.033—0.068"
"623","Piciformes","Picidae (Woodpeckers)","Hoffmann's Woodpecker","Melanerpes hoffmannii","Tail_Hg_ppm","Nicaragua",2,"0.05 ± 0.025",49.045,"2010—2014","0.033—0.068"
"624","Piciformes","Picidae (Woodpeckers)","Little Woodpecker","Dryobates passerinus","Body_Hg_ppm","Peru",2,"0.111 ± 0.058",51.755,"2019","0.071—0.152"
"625","Piciformes","Picidae (Woodpeckers)","Rufous-breasted Piculet","Picumnus rufiventris","Body_Hg_ppm","Peru",5,"0.341 ± 0.165",48.345,"2019","0.115—0.578"
"626","Piciformes","Picidae (Woodpeckers)","Rufous-breasted Piculet","Picumnus rufiventris","Tail_Hg_ppm","Peru",1,"0.057",NA,"2018","NA"
"627","Piciformes","Picidae (Woodpeckers)","Smoky-brown Woodpecker","Dryobates fumigatus","Blood_Hg_ppm","Belize",1,"0.001",NA,"2021","NA"
"628","Piciformes","Picidae (Woodpeckers)","Smoky-brown Woodpecker","Dryobates fumigatus","Body_Hg_ppm","Belize",1,"0.008",NA,"2021","NA"
"629","Piciformes","Picidae (Woodpeckers)","Spot-breasted Woodpecker","Colaptes punctigula","Blood_Hg_ppm","Colombia",1,"0.179",NA,"2023","NA"
"630","Piciformes","Picidae (Woodpeckers)","Spot-breasted Woodpecker","Colaptes punctigula","Body_Hg_ppm","Colombia",2,"6.425 ± 4.662",72.568,"2019—2023","3.128—9.721"
"631","Piciformes","Picidae (Woodpeckers)","Spot-breasted Woodpecker","Colaptes punctigula","Body_Hg_ppm","Peru",2,"6.425 ± 4.662",72.568,"2019—2023","3.128—9.721"
"632","Piciformes","Picidae (Woodpeckers)","Yucatan Woodpecker","Melanerpes pygmaeus","Blood_Hg_ppm","Belize",2,"0.009 ± 0.004",47.52,"2021","0.006—0.013"
"633","Piciformes","Picidae (Woodpeckers)","Yucatan Woodpecker","Melanerpes pygmaeus","Body_Hg_ppm","Belize",2,"0.145 ± 0.039",26.877,"2021","0.117—0.172"
"634","Piciformes","Picidae (Woodpeckers)","Yucatan Woodpecker","Melanerpes pygmaeus","Tail_Hg_ppm","Belize",2,"0.155 ± 0.071",45.678,"2021","0.105—0.205"
"635","Piciformes","Ramphastidae (Toucans)","Curl-crested Aracari","Pteroglossus beauharnaisii","Body_Hg_ppm","Peru",2,"0.073 ± 0.006",7.884,"2019","0.069—0.077"
"636","Piciformes","Ramphastidae (Toucans)","Ivory-billed Aracari","Pteroglossus azara","Body_Hg_ppm","Peru",3,"0.237 ± 0.075",31.468,"2019","0.167—0.315"
"637","Piciformes","Ramphastidae (Toucans)","Lettered Aracari","Pteroglossus inscriptus","Body_Hg_ppm","Peru",5,"0.235 ± 0.055",23.301,"2019","0.156—0.292"
"638","Psittaciformes","Psittacidae (New World and African Parrots)","Hispaniolan Parakeet","Psittacara chloropterus","Blood_Hg_ppm","Dominican Republic",1,"0.001",NA,"2017","NA"
"639","Strigiformes","Strigidae (Owls)","Burrowing Owl","Athene cunicularia","Body_Hg_ppm","Peru",1,"2.695",NA,"2011","NA"
"640","Strigiformes","Strigidae (Owls)","Tawny-bellied Screech-Owl","Megascops watsonii","Body_Hg_ppm","Peru",2,"0.253 ± 0.228",90.214,"2019","0.092—0.415"
"641","Strigiformes","Strigidae (Owls)","Tropical Screech-Owl","Megascops choliba","Body_Hg_ppm","Peru",2,"0.482 ± 0.123",25.52,"2019","0.395—0.569"
"642","Suliformes","Sulidae (Boobies and Gannets)","Brown Booby","Sula leucogaster","Blood_Hg_ppm","Mexico",1,"0.162",NA,"2013","NA"
"643","Suliformes","Sulidae (Boobies and Gannets)","Brown Booby","Sula leucogaster","Tail_Hg_ppm","Mexico",2,"2.011 ± 1.426",70.886,"2013","1.003—3.019"
"644","Tinamiformes","Tinamidae (Tinamous)","Little Tinamou","Crypturellus soui","Body_Hg_ppm","Peru",1,"0.048",NA,"2019","NA"
"645","Trogoniformes","Trogonidae (Trogons)","Black-tailed Trogon","Trogon melanurus","Body_Hg_ppm","Peru",1,"0.48",NA,"2019","NA"
"646",NA,NA,"bird sp.","Aves sp.","Body_Hg_ppm","Peru",1,"0.237",NA,"2018","NA"
"647",NA,NA,"bird sp.","Aves sp.","Tail_Hg_ppm","Peru",3,"1.09 ± 0.812",74.486,"2018","0.243—1.862"
