Region,Country,State,Area,Closest_Town,SiteID,Site_Name,Banding_Station_ID,Banding_Station_Name,Banding_Station_Distance_m,Banding_Station_Habitat_Types,Banding_Station_Dominant_Habitat,Banding_Station_Dominant_Habitat2,Banding_Station_Simple_Habitat,Banding_Station_Simple_Habitat2,Flooded_Yes_No,Mining_Present_Yes_No,Mining_Type,Season,Month,Day,Year,Date,Capture_Time,Net_Number,Site_Lat,Site_Long,Banding_Station_Lat,Banding_Station_Long,Net_Lat,Net_Long,Band_Num,Color_LL_Bands,Color_RL_Bands,Recap_Yes_No,Species_Common_Name,Species_Code,Species_Latin_Name,Subspecies,Latin_Code,Bander_or_Collector,Collecting_Organization,Lab_Organization,Lab_Analyst_1,Lab_Analyst_1_Info,Lab_Analyst_2,Lab_Analyst_2_Info,Lab_Analyst_3,Lab_Analyst_3_Info,Museum_Yes_No,Museum_Name,Collector_1,Collector_1_Info,Collector_2,Collector_2_Info,Collector_3,Collector_3_Info,Collector_4,Collector_4_Info,Collector_5,Collector_5_Info,Collector_6,Collector_6_Info,Collector_7,Collector_7_Info,Collector_8,Collector_8_Info,Collector_9,Collector_9_Info,WRP,Age_BBL,Age_MAPS,How_Aged,How_Aged_2,Sex,How_Sexed,How_Sexed_2,Skull,Iris,Cloacal_Protuberance,Brood_Patch,Fat_Score,Muscle_Score,Molt_Cycle,Body_Molt,Flight_Feather_Molt,Flight_Feather_Wear,Juv_Plumage,Prim_Covs,Sec_Covs,Primaries,Secondaries,Tertials,Rectrices,Body_Plumage,Non-Feather,Molt_Limit_1,Molt_Limit_2,Culmen_mm,Bill_Length_mm,Bill_Depth_mm,Bill_Width_mm,Nares_to_Tip_mm,Head_to_Tip_Bill_mm,Head_Width_mm,Overlap_mm,Total_Body_Length_mm,Tail_Length_mm,Wing_Chord_mm,TMTarsus_Length_mm,TMTarsus_Width_mm,TBTarsus_Length_mm,Talons_M_mm,Talons_A_mm,Mass_g,Blood_Collected_Yes_No,Feather_Collected_Yes_No,Parasites_Yes_No,Transmitter_Yes_No,Primary_Feathers,Secondary_Feathers,Flank_Feathers,Tail_Feathers,Breast_Feathers,Other_Feathers,Banding_Comments,Blood_Hg_ppm,Blood_Lab_ID,Blood_Hg_ppm_Duplicate,Blood_Lab_ID_Duplicate,Whatman_Hg_ng,Whatman_Volume_µL,Whatman_Hg_ppm,Whatman_Lab_ID,Whatman_Hg_ppm_Duplicate,Whatman_Lab_ID_Duplicate,Flank_THg_ppb,Flank_THg_ng,Flank_MeHg_ppb,Flank_MeHg%,P1_Hg_ppm,P1_Lab_ID,P1_Feather_Condition,P10_Hg_ppm,P10_Lab_ID,P10_Feather_Condition,Tail_Hg_ppm,Tail_Lab_ID,Tail_Hg_ppm_Duplicate,Tail_Lab_ID_Duplicate,Breast_Hg_ppm,Breast_Lab_ID,Back_Hg_ppm,Back_Lab_ID,Flank_Hg_ppm,Flank_Lab_ID,Flank_Hg_ppm_Duplicate,Flank_Lab_ID_Duplicate,Isotopes,%Carbon,Blood_Carbon_Level_(d13C),%Nitrogen,Blood_Nitrogen_Level_(d15N),Hg_Comments
Central America,Belize,Toledo,,,BEL006,Belize Foundation for Research and Environmental Education,BELT084,BFREE,,Shade coffee/cacao plantation; secondary forest,Secondary forest,Secondary forest,Secondary forest,Secondary forest,No,No,,Dry,12,7,2010,12/7/2010,,,16.55578,-88.70777,16.55578,-88.70777,,,2510-68316,,,No,Northern Waterthrush,NOWA,Parkesia noveboracensis,,PARNOV,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,David C. Evers,david.evers@briwildlife.org,Oksana P. Lane,oksanalane@yahoo.com,Reynold Cal,raycalsm@gmail.com,Stevan Reneau,stevan_reneau@yahoo.com,Wilber Martínez,wadmartinez@yahoo.com,Kayla Hartwell,kaylahartwell@gmail.com,Abidas A. Ash,aash@ub.edu.bz,Mario Teul,mteul@yahoo.com,David R. Tzul,cracid2000@yahoo.com,,HY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,0.085,B3BL0036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central America,Belize,Toledo,,,BEL006,Belize Foundation for Research and Environmental Education,BELT084,BFREE,,Shade coffee/cacao plantation; secondary forest,Secondary forest,Secondary forest,Secondary forest,Secondary forest,No,No,,Dry,3,3,2011,3/3/2011,,,16.55578,-88.70777,16.55578,-88.70777,,,2510-68342,,,No,Northern Waterthrush,NOWA,Parkesia noveboracensis,,PARNOV,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,David C. Evers,david.evers@briwildlife.org,Oksana P. Lane,oksanalane@yahoo.com,Reynold Cal,raycalsm@gmail.com,Stevan Reneau,stevan_reneau@yahoo.com,Wilber Martínez,wadmartinez@yahoo.com,Kayla Hartwell,kaylahartwell@gmail.com,Abidas A. Ash,aash@ub.edu.bz,Mario Teul,mteul@yahoo.com,David R. Tzul,cracid2000@yahoo.com,,SY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,0.047,B3BL0037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central America,Belize,Toledo,,,BEL006,Belize Foundation for Research and Environmental Education,BELT084,BFREE,,Shade coffee/cacao plantation; secondary forest,Secondary forest,Secondary forest,Secondary forest,Secondary forest,No,No,,Dry,3,3,2011,3/3/2011,,,16.55578,-88.70777,16.55578,-88.70777,,,2510-68343,,,No,Northern Waterthrush,NOWA,Parkesia noveboracensis,,PARNOV,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,David C. Evers,david.evers@briwildlife.org,Oksana P. Lane,oksanalane@yahoo.com,Reynold Cal,raycalsm@gmail.com,Stevan Reneau,stevan_reneau@yahoo.com,Wilber Martínez,wadmartinez@yahoo.com,Kayla Hartwell,kaylahartwell@gmail.com,Abidas A. Ash,aash@ub.edu.bz,Mario Teul,mteul@yahoo.com,David R. Tzul,cracid2000@yahoo.com,,SY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,0.063,B3BL0038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central America,Belize,Toledo,,,BEL006,Belize Foundation for Research and Environmental Education,BELT084,BFREE,,Shade coffee/cacao plantation; secondary forest,Secondary forest,Secondary forest,Secondary forest,Secondary forest,No,No,,Wet,11,6,2010,11/6/2010,,,16.55578,-88.70777,16.55578,-88.70777,,,B-0466,,,No,Ochre-bellied Flycatcher,OBFL,Mionectes oleagineus,assimilis,MIOOLE,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,David C. Evers,david.evers@briwildlife.org,Oksana P. Lane,oksanalane@yahoo.com,Reynold Cal,raycalsm@gmail.com,Stevan Reneau,stevan_reneau@yahoo.com,Wilber Martínez,wadmartinez@yahoo.com,Kayla Hartwell,kaylahartwell@gmail.com,Abidas A. Ash,aash@ub.edu.bz,Mario Teul,mteul@yahoo.com,David R. Tzul,cracid2000@yahoo.com,,HY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,0.011,B3BL0039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central America,Belize,Toledo,,,BEL006,Belize Foundation for Research and Environmental Education,BELT084,BFREE,,Shade coffee/cacao plantation; secondary forest,Secondary forest,Secondary forest,Secondary forest,Secondary forest,No,No,,Wet,11,6,2010,11/6/2010,,,16.55578,-88.70777,16.55578,-88.70777,,,B-0469,,,No,Ochre-bellied Flycatcher,OBFL,Mionectes oleagineus,assimilis,MIOOLE,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,David C. Evers,david.evers@briwildlife.org,Oksana P. Lane,oksanalane@yahoo.com,Reynold Cal,raycalsm@gmail.com,Stevan Reneau,stevan_reneau@yahoo.com,Wilber Martínez,wadmartinez@yahoo.com,Kayla Hartwell,kaylahartwell@gmail.com,Abidas A. Ash,aash@ub.edu.bz,Mario Teul,mteul@yahoo.com,David R. Tzul,cracid2000@yahoo.com,,AHY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,0.04,B3BL0040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central America,Belize,Toledo,,,BEL006,Belize Foundation for Research and Environmental Education,BELT084,BFREE,,Shade coffee/cacao plantation; secondary forest,Secondary forest,Secondary forest,Secondary forest,Secondary forest,No,No,,Wet,11,6,2010,11/6/2010,,,16.55578,-88.70777,16.55578,-88.70777,,,B-0470,,,No,Ochre-bellied Flycatcher,OBFL,Mionectes oleagineus,assimilis,MIOOLE,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,David C. Evers,david.evers@briwildlife.org,Oksana P. Lane,oksanalane@yahoo.com,Reynold Cal,raycalsm@gmail.com,Stevan Reneau,stevan_reneau@yahoo.com,Wilber Martínez,wadmartinez@yahoo.com,Kayla Hartwell,kaylahartwell@gmail.com,Abidas A. Ash,aash@ub.edu.bz,Mario Teul,mteul@yahoo.com,David R. Tzul,cracid2000@yahoo.com,,AHY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,0.022,B3BL0041,0.021,B3BL0041D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central America,Belize,Toledo,,,BEL006,Belize Foundation for Research and Environmental Education,BELT084,BFREE,,Shade coffee/cacao plantation; secondary forest,Secondary forest,Secondary forest,Secondary forest,Secondary forest,No,No,,Wet,11,6,2010,11/6/2010,,,16.55578,-88.70777,16.55578,-88.70777,,,B-0472,,,No,Ochre-bellied Flycatcher,OBFL,Mionectes oleagineus,assimilis,MIOOLE,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,David C. Evers,david.evers@briwildlife.org,Oksana P. Lane,oksanalane@yahoo.com,Reynold Cal,raycalsm@gmail.com,Stevan Reneau,stevan_reneau@yahoo.com,Wilber Martínez,wadmartinez@yahoo.com,Kayla Hartwell,kaylahartwell@gmail.com,Abidas A. Ash,aash@ub.edu.bz,Mario Teul,mteul@yahoo.com,David R. Tzul,cracid2000@yahoo.com,,AHY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,0.025,B3BL0042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central America,Belize,Toledo,,,BEL006,Belize Foundation for Research and Environmental Education,BELT084,BFREE,,Shade coffee/cacao plantation; secondary forest,Secondary forest,Secondary forest,Secondary forest,Secondary forest,No,No,,Wet,11,7,2010,11/7/2010,,,16.55578,-88.70777,16.55578,-88.70777,,,B-0474,,,No,Ochre-bellied Flycatcher,OBFL,Mionectes oleagineus,assimilis,MIOOLE,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,David C. Evers,david.evers@briwildlife.org,Oksana P. Lane,oksanalane@yahoo.com,Reynold Cal,raycalsm@gmail.com,Stevan Reneau,stevan_reneau@yahoo.com,Wilber Martínez,wadmartinez@yahoo.com,Kayla Hartwell,kaylahartwell@gmail.com,Abidas A. Ash,aash@ub.edu.bz,Mario Teul,mteul@yahoo.com,David R. Tzul,cracid2000@yahoo.com,,AHY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,0.013,B3BL0043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central America,Belize,Toledo,,,BEL006,Belize Foundation for Research and Environmental Education,BELT084,BFREE,,Shade coffee/cacao plantation; secondary forest,Secondary forest,Secondary forest,Secondary forest,Secondary forest,No,No,,Wet,11,7,2010,11/7/2010,,,16.55578,-88.70777,16.55578,-88.70777,,,B-0480,,,No,Ochre-bellied Flycatcher,OBFL,Mionectes oleagineus,assimilis,MIOOLE,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,David C. Evers,david.evers@briwildlife.org,Oksana P. Lane,oksanalane@yahoo.com,Reynold Cal,raycalsm@gmail.com,Stevan Reneau,stevan_reneau@yahoo.com,Wilber Martínez,wadmartinez@yahoo.com,Kayla Hartwell,kaylahartwell@gmail.com,Abidas A. Ash,aash@ub.edu.bz,Mario Teul,mteul@yahoo.com,David R. Tzul,cracid2000@yahoo.com,,HY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,0.012,B3BL0044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central America,Belize,Toledo,,,BEL006,Belize Foundation for Research and Environmental Education,BELT084,BFREE,,Shade coffee/cacao plantation; secondary forest,Secondary forest,Secondary forest,Secondary forest,Secondary forest,No,No,,Wet,11,7,2010,11/7/2010,,,16.55578,-88.70777,16.55578,-88.70777,,,B-0481,,,No,Ochre-bellied Flycatcher,OBFL,Mionectes oleagineus,assimilis,MIOOLE,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,David C. Evers,david.evers@briwildlife.org,Oksana P. Lane,oksanalane@yahoo.com,Reynold Cal,raycalsm@gmail.com,Stevan Reneau,stevan_reneau@yahoo.com,Wilber Martínez,wadmartinez@yahoo.com,Kayla Hartwell,kaylahartwell@gmail.com,Abidas A. Ash,aash@ub.edu.bz,Mario Teul,mteul@yahoo.com,David R. Tzul,cracid2000@yahoo.com,,AHY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,0.018,B3BL0045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central America,Belize,Toledo,,,BEL006,Belize Foundation for Research and Environmental Education,BELT084,BFREE,,Shade coffee/cacao plantation; secondary forest,Secondary forest,Secondary forest,Secondary forest,Secondary forest,No,No,,Wet,11,7,2010,11/7/2010,,,16.55578,-88.70777,16.55578,-88.70777,,,B-0482,,,No,Ochre-bellied Flycatcher,OBFL,Mionectes oleagineus,assimilis,MIOOLE,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,David C. Evers,david.evers@briwildlife.org,Oksana P. Lane,oksanalane@yahoo.com,Reynold Cal,raycalsm@gmail.com,Stevan Reneau,stevan_reneau@yahoo.com,Wilber Martínez,wadmartinez@yahoo.com,Kayla Hartwell,kaylahartwell@gmail.com,Abidas A. Ash,aash@ub.edu.bz,Mario Teul,mteul@yahoo.com,David R. Tzul,cracid2000@yahoo.com,,AHY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,0.016,B3BL0046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central America,Belize,Toledo,,,BEL006,Belize Foundation for Research and Environmental Education,BELT084,BFREE,,Shade coffee/cacao plantation; secondary forest,Secondary forest,Secondary forest,Secondary forest,Secondary forest,No,No,,Dry,12,7,2010,12/7/2010,,,16.55578,-88.70777,16.55578,-88.70777,,,B-0506,,,No,Ochre-bellied Flycatcher,OBFL,Mionectes oleagineus,assimilis,MIOOLE,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,David C. Evers,david.evers@briwildlife.org,Oksana P. Lane,oksanalane@yahoo.com,Reynold Cal,raycalsm@gmail.com,Stevan Reneau,stevan_reneau@yahoo.com,Wilber Martínez,wadmartinez@yahoo.com,Kayla Hartwell,kaylahartwell@gmail.com,Abidas A. Ash,aash@ub.edu.bz,Mario Teul,mteul@yahoo.com,David R. Tzul,cracid2000@yahoo.com,,AHY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,0.052,B3BL0047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central America,Belize,Toledo,,,BEL006,Belize Foundation for Research and Environmental Education,BELT084,BFREE,,Shade coffee/cacao plantation; secondary forest,Secondary forest,Secondary forest,Secondary forest,Secondary forest,No,No,,Dry,12,7,2010,12/7/2010,,,16.55578,-88.70777,16.55578,-88.70777,,,B-0507,,,No,Ochre-bellied Flycatcher,OBFL,Mionectes oleagineus,assimilis,MIOOLE,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,David C. Evers,david.evers@briwildlife.org,Oksana P. Lane,oksanalane@yahoo.com,Reynold Cal,raycalsm@gmail.com,Stevan Reneau,stevan_reneau@yahoo.com,Wilber Martínez,wadmartinez@yahoo.com,Kayla Hartwell,kaylahartwell@gmail.com,Abidas A. Ash,aash@ub.edu.bz,Mario Teul,mteul@yahoo.com,David R. Tzul,cracid2000@yahoo.com,,AHY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,0.012,B3BL0048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central America,Belize,Toledo,,,BEL006,Belize Foundation for Research and Environmental Education,BELT084,BFREE,,Shade coffee/cacao plantation; secondary forest,Secondary forest,Secondary forest,Secondary forest,Secondary forest,No,No,,Dry,1,8,2011,1/8/2011,,,16.55578,-88.70777,16.55578,-88.70777,,,B-0507,,,Yes,Ochre-bellied Flycatcher,OBFL,Mionectes oleagineus,assimilis,MIOOLE,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,David C. Evers,david.evers@briwildlife.org,Oksana P. Lane,oksanalane@yahoo.com,Reynold Cal,raycalsm@gmail.com,Stevan Reneau,stevan_reneau@yahoo.com,Wilber Martínez,wadmartinez@yahoo.com,Kayla Hartwell,kaylahartwell@gmail.com,Abidas A. Ash,aash@ub.edu.bz,Mario Teul,mteul@yahoo.com,David R. Tzul,cracid2000@yahoo.com,,ASY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,0.011,B3BL0049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central America,Belize,Toledo,,,BEL006,Belize Foundation for Research and Environmental Education,BELT084,BFREE,,Shade coffee/cacao plantation; secondary forest,Secondary forest,Secondary forest,Secondary forest,Secondary forest,No,No,,Dry,12,7,2010,12/7/2010,,,16.55578,-88.70777,16.55578,-88.70777,,,B-0508,,,No,Ochre-bellied Flycatcher,OBFL,Mionectes oleagineus,assimilis,MIOOLE,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,David C. Evers,david.evers@briwildlife.org,Oksana P. Lane,oksanalane@yahoo.com,Reynold Cal,raycalsm@gmail.com,Stevan Reneau,stevan_reneau@yahoo.com,Wilber Martínez,wadmartinez@yahoo.com,Kayla Hartwell,kaylahartwell@gmail.com,Abidas A. Ash,aash@ub.edu.bz,Mario Teul,mteul@yahoo.com,David R. Tzul,cracid2000@yahoo.com,,AHY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,0.02,B3BL0050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central America,Belize,Toledo,,,BEL006,Belize Foundation for Research and Environmental Education,BELT084,BFREE,,Shade coffee/cacao plantation; secondary forest,Secondary forest,Secondary forest,Secondary forest,Secondary forest,No,No,,Dry,12,7,2010,12/7/2010,,,16.55578,-88.70777,16.55578,-88.70777,,,B-0509,,,No,Ochre-bellied Flycatcher,OBFL,Mionectes oleagineus,assimilis,MIOOLE,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,David C. Evers,david.evers@briwildlife.org,Oksana P. Lane,oksanalane@yahoo.com,Reynold Cal,raycalsm@gmail.com,Stevan Reneau,stevan_reneau@yahoo.com,Wilber Martínez,wadmartinez@yahoo.com,Kayla Hartwell,kaylahartwell@gmail.com,Abidas A. Ash,aash@ub.edu.bz,Mario Teul,mteul@yahoo.com,David R. Tzul,cracid2000@yahoo.com,,AHY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,0.01,B3BL0051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central America,Belize,Toledo,,,BEL006,Belize Foundation for Research and Environmental Education,BELT084,BFREE,,Shade coffee/cacao plantation; secondary forest,Secondary forest,Secondary forest,Secondary forest,Secondary forest,No,No,,Dry,12,7,2010,12/7/2010,,,16.55578,-88.70777,16.55578,-88.70777,,,B-0511,,,No,Ochre-bellied Flycatcher,OBFL,Mionectes oleagineus,assimilis,MIOOLE,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,David C. Evers,david.evers@briwildlife.org,Oksana P. Lane,oksanalane@yahoo.com,Reynold Cal,raycalsm@gmail.com,Stevan Reneau,stevan_reneau@yahoo.com,Wilber Martínez,wadmartinez@yahoo.com,Kayla Hartwell,kaylahartwell@gmail.com,Abidas A. Ash,aash@ub.edu.bz,Mario Teul,mteul@yahoo.com,David R. Tzul,cracid2000@yahoo.com,,AHY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,0.02,B3BL0052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central America,Belize,Toledo,,,BEL006,Belize Foundation for Research and Environmental Education,BELT084,BFREE,,Shade coffee/cacao plantation; secondary forest,Secondary forest,Secondary forest,Secondary forest,Secondary forest,No,No,,Dry,12,7,2010,12/7/2010,,,16.55578,-88.70777,16.55578,-88.70777,,,B-0512,,,No,Ochre-bellied Flycatcher,OBFL,Mionectes oleagineus,assimilis,MIOOLE,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,David C. Evers,david.evers@briwildlife.org,Oksana P. Lane,oksanalane@yahoo.com,Reynold Cal,raycalsm@gmail.com,Stevan Reneau,stevan_reneau@yahoo.com,Wilber Martínez,wadmartinez@yahoo.com,Kayla Hartwell,kaylahartwell@gmail.com,Abidas A. Ash,aash@ub.edu.bz,Mario Teul,mteul@yahoo.com,David R. Tzul,cracid2000@yahoo.com,,AHY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,0.015,B3BL0053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central America,Belize,Toledo,,,BEL006,Belize Foundation for Research and Environmental Education,BELT084,BFREE,,Shade coffee/cacao plantation; secondary forest,Secondary forest,Secondary forest,Secondary forest,Secondary forest,No,No,,Dry,12,8,2010,12/8/2010,,,16.55578,-88.70777,16.55578,-88.70777,,,B-0515,,,No,Ochre-bellied Flycatcher,OBFL,Mionectes oleagineus,assimilis,MIOOLE,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,David C. Evers,david.evers@briwildlife.org,Oksana P. Lane,oksanalane@yahoo.com,Reynold Cal,raycalsm@gmail.com,Stevan Reneau,stevan_reneau@yahoo.com,Wilber Martínez,wadmartinez@yahoo.com,Kayla Hartwell,kaylahartwell@gmail.com,Abidas A. Ash,aash@ub.edu.bz,Mario Teul,mteul@yahoo.com,David R. Tzul,cracid2000@yahoo.com,,HY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,0.019,B3BL0054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central America,Belize,Toledo,,,BEL006,Belize Foundation for Research and Environmental Education,BELT084,BFREE,,Shade coffee/cacao plantation; secondary forest,Secondary forest,Secondary forest,Secondary forest,Secondary forest,No,No,,Dry,12,8,2010,12/8/2010,,,16.55578,-88.70777,16.55578,-88.70777,,,B-0517,,,No,Ochre-bellied Flycatcher,OBFL,Mionectes oleagineus,assimilis,MIOOLE,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,David C. Evers,david.evers@briwildlife.org,Oksana P. Lane,oksanalane@yahoo.com,Reynold Cal,raycalsm@gmail.com,Stevan Reneau,stevan_reneau@yahoo.com,Wilber Martínez,wadmartinez@yahoo.com,Kayla Hartwell,kaylahartwell@gmail.com,Abidas A. Ash,aash@ub.edu.bz,Mario Teul,mteul@yahoo.com,David R. Tzul,cracid2000@yahoo.com,,HY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,0.019,B3BL0055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central America,Belize,Toledo,,,BEL006,Belize Foundation for Research and Environmental Education,BELT084,BFREE,,Shade coffee/cacao plantation; secondary forest,Secondary forest,Secondary forest,Secondary forest,Secondary forest,No,No,,Dry,1,8,2011,1/8/2011,,,16.55578,-88.70777,16.55578,-88.70777,,,B-0525,,,No,Ochre-bellied Flycatcher,OBFL,Mionectes oleagineus,assimilis,MIOOLE,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,David C. Evers,david.evers@briwildlife.org,Oksana P. Lane,oksanalane@yahoo.com,Reynold Cal,raycalsm@gmail.com,Stevan Reneau,stevan_reneau@yahoo.com,Wilber Martínez,wadmartinez@yahoo.com,Kayla Hartwell,kaylahartwell@gmail.com,Abidas A. Ash,aash@ub.edu.bz,Mario Teul,mteul@yahoo.com,David R. Tzul,cracid2000@yahoo.com,,SY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,0.021,B3BL0058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central America,Belize,Toledo,,,BEL006,Belize Foundation for Research and Environmental Education,BELT084,BFREE,,Shade coffee/cacao plantation; secondary forest,Secondary forest,Secondary forest,Secondary forest,Secondary forest,No,No,,Dry,2,4,2011,2/4/2011,,,16.55578,-88.70777,16.55578,-88.70777,,,B-0530,,,No,Ochre-bellied Flycatcher,OBFL,Mionectes oleagineus,assimilis,MIOOLE,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,David C. Evers,david.evers@briwildlife.org,Oksana P. Lane,oksanalane@yahoo.com,Reynold Cal,raycalsm@gmail.com,Stevan Reneau,stevan_reneau@yahoo.com,Wilber Martínez,wadmartinez@yahoo.com,Kayla Hartwell,kaylahartwell@gmail.com,Abidas A. Ash,aash@ub.edu.bz,Mario Teul,mteul@yahoo.com,David R. Tzul,cracid2000@yahoo.com,,ASY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,0.018,B3BL0059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
